10.55,10.15,4.7,5.8,1.03,1.8,1.1,10.26,0.4,3.6,Anxiety
10.57,10.9,4.9,2,1.01,2.1,1.3,10.28,0.6,3.8,Anxiety
10.59,10.8,4.2,3,2.02,2.3,1.5,10.11,0.8,4.1,Anxiety
10.42,10.7,4.4,4,2.04,2.5,1.7,10.13,1.1,4.3,Anxiety
10.44,10.6,4.6,5,2.06,2.7,1.9,10.15,1.3,4.5,Anxiety
10.46,10.5,4.8,1.1,2.08,2.9,1.2,10.9,1.5,4.7,Anxiety
10.48,10.4,5.1,1.3,3.01,2.2,1.4,10.8,1.7,4.9,Anxiety
10.31,10.3,5.3,1.5,3.03,2.4,1.6,10.7,1.9,4.2,Anxiety
10.33,10.2,5.5,1.7,3.05,2.6,1.8,10.6,1.2,4.4,Anxiety
10.35,10.1,5.7,1.9,3.07,2.8,2.1,10.5,1.4,4.6,Anxiety
10.37,10,5.9,1.2,3.09,3.1,2.3,10.4,1.6,4.8,Anxiety
10.39,10.91,5.2,1.4,1,3.3,2.5,10.3,1.8,5.1,Anxiety
10.22,10.93,5.4,1.6,2,3.5,2.7,10.2,2.1,5.3,Anxiety
10.24,10.95,5.6,1.8,3,3.7,2.9,10.1,2.3,5.5,Anxiety
10.26,10.97,5.8,2.1,0.66,3.9,2.2,10,2.5,5.7,Anxiety
10.28,10.99,2,2.3,0.81,3.2,2.4,10.91,2.7,5.9,Anxiety
10.11,10.82,3,2.5,0.51,3.4,2.6,10.93,2.9,5.2,Anxiety
10.13,10.84,4,2.7,0.42,3.6,2.8,10.95,2.2,5.4,Anxiety
10.15,10.86,5,2.9,0.93,3.8,3.1,10.97,2.4,5.6,Anxiety
10.07,10.302,3.09,5.04,0.73,4.066,3.766,10.403,1.07,4.809,Anxiety
2.6,5.8,3.3,4.1,10.9,2.2,0.1,1.1,10.88,10.99,Depression
2.8,2,3.5,4.3,10.8,2.4,0.3,1.3,10.71,10.82,Depression
1.09,3,3.7,4.5,10.7,2.6,0.5,1.5,10.73,10.84,Depression
1.07,4,3.9,4.7,10.6,2.8,0.7,1.7,10.75,10.86,Depression
1.05,5,3.2,4.9,10.5,3.1,0.9,1.9,10.77,10.88,Depression
1.03,1.1,3.4,4.2,10.4,3.3,0.2,1.2,10.79,10.71,Depression
1.01,1.3,3.6,4.4,10.3,3.5,0.4,1.4,10.62,10.73,Depression
2.02,1.5,3.8,4.6,10.2,3.7,0.6,1.6,10.64,10.75,Depression
2.04,1.7,4.1,4.8,10.1,3.9,0.8,1.8,10.66,10.77,Depression
2.06,1.9,4.3,5.1,10,3.2,1.1,2.1,10.68,10.79,Depression
2.08,1.2,4.5,5.3,10.91,3.4,1.3,2.3,10.51,10.62,Depression
3.01,1.4,4.7,5.5,10.93,3.6,1.5,2.5,10.53,10.64,Depression
3.03,1.6,4.9,5.7,10.95,3.8,1.7,2.7,10.55,10.66,Depression
3.05,1.8,4.2,5.9,10.97,4.1,1.9,2.9,10.57,10.68,Depression
3.07,2.1,4.4,5.2,10.99,4.3,1.2,2.2,10.59,10.51,Depression
3.09,2.3,4.6,5.4,10.82,4.5,1.4,2.4,10.42,10.53,Depression
1,2.5,4.8,5.6,10.84,4.7,1.6,2.6,10.44,10.55,Depression
2,2.7,5.1,5.8,10.86,4.9,1.8,2.8,10.46,10.57,Depression
3,2.9,5.3,2,10.88,4.2,2.1,3.1,10.48,10.59,Depression
0.66,2.2,5.5,3,10.71,4.4,2.3,3.3,10.31,10.42,Depression
0.81,2.4,5.7,4,10.73,4.6,2.5,3.5,10.33,10.44,Depression
0.51,2.6,5.9,5,10.75,4.8,2.7,3.7,10.35,10.46,Depression
0.42,2.8,5.2,1.1,10.77,5.1,2.9,3.9,10.37,10.48,Depression
0.93,3.1,5.4,1.3,10.79,5.3,2.2,3.2,10.39,10.31,Depression
0.1,3.3,5.6,1.5,10.62,5.5,2.4,3.4,10.22,10.33,Depression
0.3,3.5,5.8,1.7,10.64,5.7,2.6,3.6,10.24,10.35,Depression
0.5,3.7,2,1.9,10.66,5.9,2.8,3.8,10.26,10.37,Depression
0.7,3.9,3,1.2,10.68,5.2,1.09,4.1,10.28,10.39,Depression
0.9,3.2,4,1.4,10.51,5.4,1.07,4.3,10.11,10.22,Depression
0.2,3.4,5,1.6,10.53,5.6,1.05,4.5,10.13,10.24,Depression
0.4,3.6,1.1,1.8,10.55,5.8,1.03,4.7,10.15,10.26,Depression
0.6,3.8,1.3,2.1,10.57,2,1.01,4.9,10.9,10.28,Depression
0.8,4.1,1.5,2.3,10.59,3,2.02,4.2,10.8,10.11,Depression
1.1,4.3,1.7,2.5,10.42,4,2.04,4.4,10.7,10.13,Depression
1.3,4.5,1.9,2.7,10.44,5,2.06,4.6,10.6,10.15,Depression
1.5,4.7,1.2,2.9,10.46,1.1,2.08,4.8,10.5,10.9,Depression
1.7,4.9,1.4,2.2,10.48,1.3,3.01,5.1,10.4,10.8,Depression
1.9,4.2,1.6,2.4,10.31,1.5,3.03,5.3,10.3,10.7,Depression
1.2,4.4,1.8,2.6,10.33,1.7,3.05,5.5,10.2,10.6,Depression
1.4,4.6,2.1,2.8,10.35,1.9,3.07,5.7,10.1,10.5,Depression
1.6,4.8,2.3,3.1,10.37,1.2,3.09,5.9,10,10.4,Depression
1.8,5.1,2.5,3.3,10.39,1.4,1,5.2,10.91,10.3,Depression
2.1,5.3,2.7,3.5,10.22,1.6,2,5.4,10.93,10.2,Depression
2.3,5.5,2.9,3.7,10.24,1.8,3,5.6,10.95,10.1,Depression
2.5,5.7,2.2,3.9,10.26,2.1,0.66,5.8,10.97,10,Depression
2.7,5.9,2.4,3.2,10.28,2.3,0.81,2,10.99,10.91,Depression
2.9,5.2,2.6,3.4,10.11,2.5,0.51,3,10.82,10.93,Depression
2.2,5.4,2.8,3.6,10.13,2.7,0.42,4,10.84,10.95,Depression
2.4,5.6,3.1,3.8,10.15,2.9,0.93,5,10.86,10.97,Depression
1.07,4.809,3.766,4.066,10.07,5.04,0.73,3.09,10.302,10.403,Depression
1.1,2.2,10.9,0.1,4.1,2.6,10.88,3.3,5.8,10.99,OCD
1.3,2.4,10.8,0.3,4.3,2.8,10.71,3.5,2,10.82,OCD
1.5,2.6,10.7,0.5,4.5,1.09,10.73,3.7,3,10.84,OCD
1.7,2.8,10.6,0.7,4.7,1.07,10.75,3.9,4,10.86,OCD
1.9,3.1,10.5,0.9,4.9,1.05,10.77,3.2,5,10.88,OCD
1.2,3.3,10.4,0.2,4.2,1.03,10.79,3.4,1.1,10.71,OCD
1.4,3.5,10.3,0.4,4.4,1.01,10.62,3.6,1.3,10.73,OCD
1.6,3.7,10.2,0.6,4.6,2.02,10.64,3.8,1.5,10.75,OCD
1.8,3.9,10.1,0.8,4.8,2.04,10.66,4.1,1.7,10.77,OCD
2.1,3.2,10,1.1,5.1,2.06,10.68,4.3,1.9,10.79,OCD
2.3,3.4,10.91,1.3,5.3,2.08,10.51,4.5,1.2,10.62,OCD
2.5,3.6,10.93,1.5,5.5,3.01,10.53,4.7,1.4,10.64,OCD
2.7,3.8,10.95,1.7,5.7,3.03,10.55,4.9,1.6,10.66,OCD
2.9,4.1,10.97,1.9,5.9,3.05,10.57,4.2,1.8,10.68,OCD
2.2,4.3,10.99,1.2,5.2,3.07,10.59,4.4,2.1,10.51,OCD
2.4,4.5,10.82,1.4,5.4,3.09,10.42,4.6,2.3,10.53,OCD
2.6,4.7,10.84,1.6,5.6,1,10.44,4.8,2.5,10.55,OCD
2.8,4.9,10.86,1.8,5.8,2,10.46,5.1,2.7,10.57,OCD
3.1,4.2,10.88,2.1,2,3,10.48,5.3,2.9,10.59,OCD
3.3,4.4,10.71,2.3,3,0.66,10.31,5.5,2.2,10.42,OCD
3.5,4.6,10.73,2.5,4,0.81,10.33,5.7,2.4,10.44,OCD
3.7,4.8,10.75,2.7,5,0.51,10.35,5.9,2.6,10.46,OCD
3.9,5.1,10.77,2.9,1.1,0.42,10.37,5.2,2.8,10.48,OCD
3.2,5.3,10.79,2.2,1.3,0.93,10.39,5.4,3.1,10.31,OCD
3.4,5.5,10.62,2.4,1.5,0.1,10.22,5.6,3.3,10.33,OCD
3.6,5.7,10.64,2.6,1.7,0.3,10.24,5.8,3.5,10.35,OCD
3.8,5.9,10.66,2.8,1.9,0.5,10.26,2,3.7,10.37,OCD
4.1,5.2,10.68,1.09,1.2,0.7,10.28,3,3.9,10.39,OCD
4.3,5.4,10.51,1.07,1.4,0.9,10.11,4,3.2,10.22,OCD
4.5,5.6,10.53,1.05,1.6,0.2,10.13,5,3.4,10.24,OCD
4.7,5.8,10.55,1.03,1.8,0.4,10.15,1.1,3.6,10.26,OCD
4.9,2,10.57,1.01,2.1,0.6,10.9,1.3,3.8,10.28,OCD
4.2,3,10.59,2.02,2.3,0.8,10.8,1.5,4.1,10.11,OCD
4.4,4,10.42,2.04,2.5,1.1,10.7,1.7,4.3,10.13,OCD
4.6,5,10.44,2.06,2.7,1.3,10.6,1.9,4.5,10.15,OCD
4.8,1.1,10.46,2.08,2.9,1.5,10.5,1.2,4.7,10.9,OCD
5.1,1.3,10.48,3.01,2.2,1.7,10.4,1.4,4.9,10.8,OCD
5.3,1.5,10.31,3.03,2.4,1.9,10.3,1.6,4.2,10.7,OCD
5.5,1.7,10.33,3.05,2.6,1.2,10.2,1.8,4.4,10.6,OCD
5.7,1.9,10.35,3.07,2.8,1.4,10.1,2.1,4.6,10.5,OCD
5.9,1.2,10.37,3.09,3.1,1.6,10,2.3,4.8,10.4,OCD
5.2,1.4,10.39,1,3.3,1.8,10.91,2.5,5.1,10.3,OCD
5.4,1.6,10.22,2,3.5,2.1,10.93,2.7,5.3,10.2,OCD
5.6,1.8,10.24,3,3.7,2.3,10.95,2.9,5.5,10.1,OCD
5.8,2.1,10.26,0.66,3.9,2.5,10.97,2.2,5.7,10,OCD
2,2.3,10.28,0.81,3.2,2.7,10.99,2.4,5.9,10.91,OCD
3,2.5,10.11,0.51,3.4,2.9,10.82,2.6,5.2,10.93,OCD
4,2.7,10.13,0.42,3.6,2.2,10.84,2.8,5.4,10.95,OCD
5,2.9,10.15,0.93,3.8,2.4,10.86,3.1,5.6,10.97,OCD
3.09,5.04,10.07,0.73,4.066,1.07,10.302,3.766,4.809,10.403,OCD
5.8,10.88,1.1,10.99,2.2,3.3,0.1,2.6,4.1,10.9,PTSD
2,10.71,1.3,10.82,2.4,3.5,0.3,2.8,4.3,10.8,PTSD
3,10.73,1.5,10.84,2.6,3.7,0.5,1.09,4.5,10.7,PTSD
4,10.75,1.7,10.86,2.8,3.9,0.7,1.07,4.7,10.6,PTSD
5,10.77,1.9,10.88,3.1,3.2,0.9,1.05,4.9,10.5,PTSD
1.1,10.79,1.2,10.71,3.3,3.4,0.2,1.03,4.2,10.4,PTSD
1.3,10.62,1.4,10.73,3.5,3.6,0.4,1.01,4.4,10.3,PTSD
1.5,10.64,1.6,10.75,3.7,3.8,0.6,2.02,4.6,10.2,PTSD
1.7,10.66,1.8,10.77,3.9,4.1,0.8,2.04,4.8,10.1,PTSD
1.9,10.68,2.1,10.79,3.2,4.3,1.1,2.06,5.1,10,PTSD
1.2,10.51,2.3,10.62,3.4,4.5,1.3,2.08,5.3,10.91,PTSD
1.4,10.53,2.5,10.64,3.6,4.7,1.5,3.01,5.5,10.93,PTSD
1.6,10.55,2.7,10.66,3.8,4.9,1.7,3.03,5.7,10.95,PTSD
1.8,10.57,2.9,10.68,4.1,4.2,1.9,3.05,5.9,10.97,PTSD
2.1,10.59,2.2,10.51,4.3,4.4,1.2,3.07,5.2,10.99,PTSD
2.3,10.42,2.4,10.53,4.5,4.6,1.4,3.09,5.4,10.82,PTSD
2.5,10.44,2.6,10.55,4.7,4.8,1.6,1,5.6,10.84,PTSD
2.7,10.46,2.8,10.57,4.9,5.1,1.8,2,5.8,10.86,PTSD
2.9,10.48,3.1,10.59,4.2,5.3,2.1,3,2,10.88,PTSD
2.2,10.31,3.3,10.42,4.4,5.5,2.3,0.66,3,10.71,PTSD
2.4,10.33,3.5,10.44,4.6,5.7,2.5,0.81,4,10.73,PTSD
2.6,10.35,3.7,10.46,4.8,5.9,2.7,0.51,5,10.75,PTSD
2.8,10.37,3.9,10.48,5.1,5.2,2.9,0.42,1.1,10.77,PTSD
3.1,10.39,3.2,10.31,5.3,5.4,2.2,0.93,1.3,10.79,PTSD
3.3,10.22,3.4,10.33,5.5,5.6,2.4,0.1,1.5,10.62,PTSD
3.5,10.24,3.6,10.35,5.7,5.8,2.6,0.3,1.7,10.64,PTSD
3.7,10.26,3.8,10.37,5.9,2,2.8,0.5,1.9,10.66,PTSD
3.9,10.28,4.1,10.39,5.2,3,1.09,0.7,1.2,10.68,PTSD
3.2,10.11,4.3,10.22,5.4,4,1.07,0.9,1.4,10.51,PTSD
3.4,10.13,4.5,10.24,5.6,5,1.05,0.2,1.6,10.53,PTSD
3.6,10.15,4.7,10.26,5.8,1.1,1.03,0.4,1.8,10.55,PTSD
3.8,10.9,4.9,10.28,2,1.3,1.01,0.6,2.1,10.57,PTSD
4.1,10.8,4.2,10.11,3,1.5,2.02,0.8,2.3,10.59,PTSD
4.3,10.7,4.4,10.13,4,1.7,2.04,1.1,2.5,10.42,PTSD
4.5,10.6,4.6,10.15,5,1.9,2.06,1.3,2.7,10.44,PTSD
4.7,10.5,4.8,10.9,1.1,1.2,2.08,1.5,2.9,10.46,PTSD
4.9,10.4,5.1,10.8,1.3,1.4,3.01,1.7,2.2,10.48,PTSD
4.2,10.3,5.3,10.7,1.5,1.6,3.03,1.9,2.4,10.31,PTSD
4.4,10.2,5.5,10.6,1.7,1.8,3.05,1.2,2.6,10.33,PTSD
4.6,10.1,5.7,10.5,1.9,2.1,3.07,1.4,2.8,10.35,PTSD
4.8,10,5.9,10.4,1.2,2.3,3.09,1.6,3.1,10.37,PTSD
5.1,10.91,5.2,10.3,1.4,2.5,1,1.8,3.3,10.39,PTSD
5.3,10.93,5.4,10.2,1.6,2.7,2,2.1,3.5,10.22,PTSD
5.5,10.95,5.6,10.1,1.8,2.9,3,2.3,3.7,10.24,PTSD
5.7,10.97,5.8,10,2.1,2.2,0.66,2.5,3.9,10.26,PTSD
5.9,10.99,2,10.91,2.3,2.4,0.81,2.7,3.2,10.28,PTSD
5.2,10.82,3,10.93,2.5,2.6,0.51,2.9,3.4,10.11,PTSD
5.4,10.84,4,10.95,2.7,2.8,0.42,2.2,3.6,10.13,PTSD
5.6,10.86,5,10.97,2.9,3.1,0.93,2.4,3.8,10.15,PTSD
4.809,10.302,3.09,10.403,5.04,3.766,0.73,1.07,4.066,10.07,PTSD
10.9,10.99,4.1,0.1,3.3,10.88,2.6,2.2,1.1,5.8,Panic
10.8,10.82,4.3,0.3,3.5,10.71,2.8,2.4,1.3,2,Panic
10.7,10.84,4.5,0.5,3.7,10.73,1.09,2.6,1.5,3,Panic
10.6,10.86,4.7,0.7,3.9,10.75,1.07,2.8,1.7,4,Panic
10.5,10.88,4.9,0.9,3.2,10.77,1.05,3.1,1.9,5,Panic
10.4,10.71,4.2,0.2,3.4,10.79,1.03,3.3,1.2,1.1,Panic
10.3,10.73,4.4,0.4,3.6,10.62,1.01,3.5,1.4,1.3,Panic
10.2,10.75,4.6,0.6,3.8,10.64,2.02,3.7,1.6,1.5,Panic
10.1,10.77,4.8,0.8,4.1,10.66,2.04,3.9,1.8,1.7,Panic
10,10.79,5.1,1.1,4.3,10.68,2.06,3.2,2.1,1.9,Panic
10.91,10.62,5.3,1.3,4.5,10.51,2.08,3.4,2.3,1.2,Panic
10.93,10.64,5.5,1.5,4.7,10.53,3.01,3.6,2.5,1.4,Panic
10.95,10.66,5.7,1.7,4.9,10.55,3.03,3.8,2.7,1.6,Panic
10.97,10.68,5.9,1.9,4.2,10.57,3.05,4.1,2.9,1.8,Panic
10.99,10.51,5.2,1.2,4.4,10.59,3.07,4.3,2.2,2.1,Panic
10.82,10.53,5.4,1.4,4.6,10.42,3.09,4.5,2.4,2.3,Panic
10.84,10.55,5.6,1.6,4.8,10.44,1,4.7,2.6,2.5,Panic
10.86,10.57,5.8,1.8,5.1,10.46,2,4.9,2.8,2.7,Panic
10.88,10.59,2,2.1,5.3,10.48,3,4.2,3.1,2.9,Panic
10.71,10.42,3,2.3,5.5,10.31,0.66,4.4,3.3,2.2,Panic
10.73,10.44,4,2.5,5.7,10.33,0.81,4.6,3.5,2.4,Panic
10.75,10.46,5,2.7,5.9,10.35,0.51,4.8,3.7,2.6,Panic
10.77,10.48,1.1,2.9,5.2,10.37,0.42,5.1,3.9,2.8,Panic
10.79,10.31,1.3,2.2,5.4,10.39,0.93,5.3,3.2,3.1,Panic
10.62,10.33,1.5,2.4,5.6,10.22,0.1,5.5,3.4,3.3,Panic
10.64,10.35,1.7,2.6,5.8,10.24,0.3,5.7,3.6,3.5,Panic
10.66,10.37,1.9,2.8,2,10.26,0.5,5.9,3.8,3.7,Panic
10.68,10.39,1.2,1.09,3,10.28,0.7,5.2,4.1,3.9,Panic
10.51,10.22,1.4,1.07,4,10.11,0.9,5.4,4.3,3.2,Panic
10.53,10.24,1.6,1.05,5,10.13,0.2,5.6,4.5,3.4,Panic
10.55,10.26,1.8,1.03,1.1,10.15,0.4,5.8,4.7,3.6,Panic
10.57,10.28,2.1,1.01,1.3,10.9,0.6,2,4.9,3.8,Panic
10.59,10.11,2.3,2.02,1.5,10.8,0.8,3,4.2,4.1,Panic
10.42,10.13,2.5,2.04,1.7,10.7,1.1,4,4.4,4.3,Panic
10.44,10.15,2.7,2.06,1.9,10.6,1.3,5,4.6,4.5,Panic
10.46,10.9,2.9,2.08,1.2,10.5,1.5,1.1,4.8,4.7,Panic
10.48,10.8,2.2,3.01,1.4,10.4,1.7,1.3,5.1,4.9,Panic
10.31,10.7,2.4,3.03,1.6,10.3,1.9,1.5,5.3,4.2,Panic
10.33,10.6,2.6,3.05,1.8,10.2,1.2,1.7,5.5,4.4,Panic
10.35,10.5,2.8,3.07,2.1,10.1,1.4,1.9,5.7,4.6,Panic
10.37,10.4,3.1,3.09,2.3,10,1.6,1.2,5.9,4.8,Panic
10.39,10.3,3.3,1,2.5,10.91,1.8,1.4,5.2,5.1,Panic
10.22,10.2,3.5,2,2.7,10.93,2.1,1.6,5.4,5.3,Panic
10.24,10.1,3.7,3,2.9,10.95,2.3,1.8,5.6,5.5,Panic
10.26,10,3.9,0.66,2.2,10.97,2.5,2.1,5.8,5.7,Panic
10.28,10.91,3.2,0.81,2.4,10.99,2.7,2.3,2,5.9,Panic
10.11,10.93,3.4,0.51,2.6,10.82,2.9,2.5,3,5.2,Panic
10.13,10.95,3.6,0.42,2.8,10.84,2.2,2.7,4,5.4,Panic
10.15,10.97,3.8,0.93,3.1,10.86,2.4,2.9,5,5.6,Panic
10.07,10.403,4.066,0.73,3.766,10.302,1.07,5.04,3.09,4.809,Panic
0,0,0,0,0,0,0,0,0,0,None
0.2,2.4,2.7,0.5,2.1,3.9,1.3,3.1,0.4,3.4,None
0.4,2.1,2.9,0.3,2.5,0.2,1.6,3.4,0.6,3.2,None
0.6,2.5,3.1,1.3,2.7,0.4,1.5,3.2,0.8,3.7,None
0.8,2.7,3.4,1.6,2.9,0.6,1.8,3.7,0.5,3.5,None
0.5,2.9,3.2,1.5,3.1,0.8,2.4,3.5,0.3,3.9,None
0.3,3.1,3.7,1.8,3.4,0.5,2.1,3.9,1.3,0.2,None
1.3,3.4,3.5,2.4,3.2,0.3,2.5,0.2,1.6,0.4,None
1.6,3.2,3.9,2.1,3.7,1.3,2.7,0.4,1.5,0.6,None
1.5,3.7,0.2,2.5,3.5,1.6,2.9,0.6,1.8,0.8,None
1.8,3.5,0.4,2.7,3.9,1.5,3.1,0.8,2.4,0.5,None
2.4,3.9,0.6,2.9,0.2,1.8,3.4,0.5,2.1,0.3,None
2.1,0.2,0.8,3.1,0.4,2.4,3.2,0.3,2.5,1.3,None
2.5,0.4,0.5,3.4,0.6,2.1,3.7,1.3,2.7,1.6,None
2.7,0.6,0.3,3.2,0.8,2.5,3.5,1.6,2.9,1.5,None
2.9,0.8,1.3,3.7,0.5,2.7,3.9,1.5,3.1,1.8,None
3.1,0.5,1.6,3.5,0.3,2.9,0.2,1.8,3.4,2.4,None
3.4,0.3,1.5,3.9,1.3,3.1,0.4,2.4,3.2,2.1,None
3.2,1.3,1.8,0.2,1.6,3.4,0.6,2.1,3.7,2.5,None
3.7,1.6,2.4,0.4,1.5,3.2,0.8,2.5,3.5,2.7,None
3.5,1.5,2.1,0.6,1.8,3.7,0.5,2.7,3.9,2.9,None
3.9,1.8,2.5,0.8,2.4,3.5,0.3,2.9,0.2,3.1,None
0.61302969,0.412123208,0.644920684,0.814816777,0.521439648,0.073444343,0.771393369,0.071778242,0.635506625,0.40866558,None
0.617295211,0.76352973,0.159026806,0.404135851,0.056632126,0.845168842,0.716318971,0.176986432,0.386550433,0.699311118,None
0.603353794,0.157136086,0.813236073,0.333241807,0.21315123,0.487661222,0.490551609,0.087924173,0.071477754,0.903575671,None
0.068892549,0.654646867,0.726353798,0.899228536,0.382414215,0.849702107,0.940851858,0.407181118,0.920588822,0.670501351,None
0.858168821,0.390432068,0.288957613,0.2606887,0.386116845,0.695025859,0.388012401,0.656946012,0.576745148,0.108207331,None
0.307625452,0.362797947,0.463445306,0.971018746,0.917391008,0.892727775,0.975965348,0.876067524,0.642368497,0.036493186,None
0.140965127,0.723481278,0.096210635,0.306877397,0.889634314,0.392781431,0.059202408,0.829022744,0.343967358,0.104396359,None
0.503450553,0.367010044,0.140136537,0.935475394,0.177623052,0.347428901,0.973722746,0.704531358,0.752237414,0.762500903,None
0.414394995,0.407755744,0.565822427,0.023300675,0.415551859,0.825616981,0.213532161,0.986206601,0.247235511,0.627769468,None
0.3256362,0.119157711,0.035612534,0.521310862,0.535635983,0.551118995,0.963997108,0.119901251,0.250071299,0.63265612,None
0.233500497,0.48504381,0.632014376,0.658689892,0.312239952,0.117610287,0.302220147,0.179249457,0.588358752,0.859973209,None
0.734672588,0.602243672,0.213875106,0.037284975,0.531782824,0.869802207,0.056901993,0.013116028,0.536789678,0.309843025,None
0.251114565,0.864295788,0.467344001,0.898080636,0.690282556,0.124076103,0.027209103,0.881952261,0.684425745,0.079505579,None
0.307526399,0.841056614,0.305268493,0.783567807,0.819607128,0.782170715,0.007615328,0.205479506,0.421526836,0.310517537,None
0.437602294,0.700725152,0.339472574,0.825285784,0.717654469,0.489133902,0.62554628,0.710040514,0.893283417,0.12482845,None
0.022622959,0.761231202,0.834750173,0.787586798,0.501998358,0.300577698,0.933400362,0.319359872,0.959700535,0.91626601,None
0.93483319,0.35270044,0.07024298,0.229522657,0.00202997,0.202714135,0.824534253,0.623967292,0.859318816,0.054454473,None
0.755488235,0.222320116,0.746383355,0.906203175,0.804477955,0.676760022,0.853515316,0.490923936,0.527710998,0.17516236,None
0.158584722,0.293406975,0.191751186,0.810666358,0.441208734,0.291196991,0.482862123,0.343748849,0.225305824,0.29725911,None
0.842568825,0.517622713,0.973935271,0.708425004,0.308875891,0.30807578,0.664906151,0.786245739,0.689613386,0.881365611,None
0.389400952,0.804866315,0.166054324,0.787061091,0.839715779,0.007896932,0.06821806,0.654251765,0.712734361,0.397247901,None
0.380112706,0.252798098,0.490716286,0.253656111,0.867971454,0.678977281,0.991288796,0.146737873,0.426538841,0.567851711,None
0.444561476,0.033743498,0.556914092,0.513953857,0.148949901,0.510549037,0.989982996,0.493703174,0.253838619,0.252616506,None
0.829110313,0.786223597,0.386256498,0.881662014,0.343300226,0.435481735,0.85383836,0.440754827,0.299733176,0.66738316,None
0.173326727,0.733679979,0.542461172,0.531510651,0.623713481,0.735929369,0.246681009,0.172481142,0.77070055,0.187935613,None
0.186058519,0.640597387,0.653370293,0.8421971,0.006848275,0.078422355,0.570838821,0.090821629,0.029505812,0.667137112,None
0.257280056,0.102211096,0.519825193,0.876222805,0.82904784,0.638438333,0.783507458,0.331759135,0.809036168,0.794044836,None
0.524871327,0.28079873,0.359181138,0.950557656,0.888005221,0.409051576,0.380722778,0.798169232,0.21178504,0.529995283,None
0.898358119,0.330307784,0.501007953,0.757678185,0.405219537,0.702407147,0.874230424,0.157908506,0.472968052,0.048419989,None
0.644931802,0.775170521,0.914258524,0.579366582,0.820931055,0.540278521,0.76690349,0.438931319,0.539267249,0.863861794,None
0.708494243,0.924209308,0.443730108,0.245108037,0.30197424,0.30199076,0.490089827,0.533992301,0.783662761,0.761073009,None
0.469391755,0.896384292,0.985581088,0.09551172,0.542539086,0.979773924,0.939190147,0.006418178,0.759172651,0.369127642,None
0.127643429,0.183240105,0.075187627,0.578252042,0.399418185,0.072020928,0.796600059,0.31529259,0.667348811,0.003034589,None
0.211462633,0.246754037,0.718563898,0.207313969,0.063823558,0.270670561,0.760041307,0.369264789,0.038686411,0.403011423,None
0.223021525,0.299011308,0.481018662,0.180632134,0.158801933,0.996394626,0.148903531,0.160127215,0.34236579,0.976245792,None
